submission_id,QUD,RT,age,comments,education,endTime,experiment_id,gender,languages,option1,option2,question,response,startDate,startTime,timeSpent,trial_name,trial_number
312,,5367,21,,Graduated High School,1573572228882,8,female,"German, Polish",Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 16:22:49 GMT+0100 (Mitteleuropäische Zeit),1573572169308,0.9929,forced_choice,3
311,,9768,20,,Graduated High School,1573571562461,8,male,,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 16:10:46 GMT+0100 (CET),1573571446011,1.9408333333333334,forced_choice,1
311,,12648,20,,Graduated High School,1573571562461,8,male,,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 16:10:46 GMT+0100 (CET),1573571446011,1.9408333333333334,forced_choice,2
311,,5163,20,,Graduated High School,1573571562461,8,male,,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 16:10:46 GMT+0100 (CET),1573571446011,1.9408333333333334,forced_choice,3
310,,6771,24,4,Graduated High School,1573571505747,8,male,german,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 16:11:04 GMT+0100 (CET),1573571464162,0.6930833333333334,forced_choice,1
310,,2904,24,4,Graduated High School,1573571505747,8,male,german,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 16:11:04 GMT+0100 (CET),1573571464162,0.6930833333333334,forced_choice,2
310,,4348,24,4,Graduated High School,1573571505747,8,male,german,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 16:11:04 GMT+0100 (CET),1573571464162,0.6930833333333334,forced_choice,3
309,,5103,21,,Graduated High School,1573571492237,8,female,German ,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:10:49 GMT+0000 (Greenwich Mean Time),1573571449989,0.7041333333333334,forced_choice,1
309,,5062,21,,Graduated High School,1573571492237,8,female,German ,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 15:10:49 GMT+0000 (Greenwich Mean Time),1573571449989,0.7041333333333334,forced_choice,2
309,,2897,21,,Graduated High School,1573571492237,8,female,German ,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:10:49 GMT+0000 (Greenwich Mean Time),1573571449989,0.7041333333333334,forced_choice,3
308,,8420,22,,Graduated High School,1573571400320,8,female,"turkish, german",Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 16:08:58 GMT+0100 (Mitteleuropäische Normalzeit),1573571338956,1.0227333333333333,forced_choice,1
308,,4484,22,,Graduated High School,1573571400320,8,female,"turkish, german",Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 16:08:58 GMT+0100 (Mitteleuropäische Normalzeit),1573571338956,1.0227333333333333,forced_choice,2
308,,3945,22,,Graduated High School,1573571400320,8,female,"turkish, german",Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 16:08:58 GMT+0100 (Mitteleuropäische Normalzeit),1573571338956,1.0227333333333333,forced_choice,3
307,,3625,,,,1573571237454,8,,,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 16:06:57 GMT+0100 (CET),1573571217221,0.33721666666666666,forced_choice,1
307,,3390,,,,1573571237454,8,,,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 16:06:57 GMT+0100 (CET),1573571217221,0.33721666666666666,forced_choice,2
307,,1931,,,,1573571237454,8,,,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 16:06:57 GMT+0100 (CET),1573571217221,0.33721666666666666,forced_choice,3
306,,6374,22,,Graduated High School,1573570844952,8,male,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:58:55 GMT+0100 (Mitteleuropäische Normalzeit),1573570735078,1.8312333333333333,forced_choice,1
306,,2206,22,,Graduated High School,1573570844952,8,male,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:58:55 GMT+0100 (Mitteleuropäische Normalzeit),1573570735078,1.8312333333333333,forced_choice,2
306,,5130,22,,Graduated High School,1573570844952,8,male,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:58:55 GMT+0100 (Mitteleuropäische Normalzeit),1573570735078,1.8312333333333333,forced_choice,3
305,,8425,34,,Graduated College,1573570737640,8,male,german,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 15:58:05 GMT+0100 (Mitteleuropäische Normalzeit),1573570685469,0.8695166666666667,forced_choice,1
305,,4909,34,,Graduated College,1573570737640,8,male,german,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 15:58:05 GMT+0100 (Mitteleuropäische Normalzeit),1573570685469,0.8695166666666667,forced_choice,2
305,,4470,34,,Graduated College,1573570737640,8,male,german,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:58:05 GMT+0100 (Mitteleuropäische Normalzeit),1573570685469,0.8695166666666667,forced_choice,3
304,,5927,19,,Graduated High School,1573570416554,8,male,"German, English",Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 15:52:50 GMT+0100 (Mitteleuropäische Normalzeit),1573570370165,0.77315,forced_choice,1
304,,1536,19,,Graduated High School,1573570416554,8,male,"German, English",Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:52:50 GMT+0100 (Mitteleuropäische Normalzeit),1573570370165,0.77315,forced_choice,2
304,,2045,19,,Graduated High School,1573570416554,8,male,"German, English",Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:52:50 GMT+0100 (Mitteleuropäische Normalzeit),1573570370165,0.77315,forced_choice,3
303,,5911,,,,1573570269972,8,,,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 15:50:36 GMT+0100 (Mitteleuropäische Normalzeit),1573570236289,0.5613833333333333,forced_choice,1
303,,4303,,,,1573570269972,8,,,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:50:36 GMT+0100 (Mitteleuropäische Normalzeit),1573570236289,0.5613833333333333,forced_choice,2
303,,4847,,,,1573570269972,8,,,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 15:50:36 GMT+0100 (Mitteleuropäische Normalzeit),1573570236289,0.5613833333333333,forced_choice,3
302,,5388,19,,Graduated High School,1573570265032,8,female,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:50:22 GMT+0100 (Central European Standard Time),1573570222868,0.7027333333333333,forced_choice,1
302,,5612,19,,Graduated High School,1573570265032,8,female,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:50:22 GMT+0100 (Central European Standard Time),1573570222868,0.7027333333333333,forced_choice,2
302,,5890,19,,Graduated High School,1573570265032,8,female,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:50:22 GMT+0100 (Central European Standard Time),1573570222868,0.7027333333333333,forced_choice,3
301,,7500,24,,Graduated High School,1573569930666,8,female,French,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 14:44:42 GMT+0000 (Greenwich Mean Time),1573569882680,0.7997666666666666,forced_choice,1
301,,1873,24,,Graduated High School,1573569930666,8,female,French,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 14:44:42 GMT+0000 (Greenwich Mean Time),1573569882680,0.7997666666666666,forced_choice,2
301,,3226,24,,Graduated High School,1573569930666,8,female,French,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 14:44:42 GMT+0000 (Greenwich Mean Time),1573569882680,0.7997666666666666,forced_choice,3
300,,2110,24,SLAYEEEEEEER,Graduated High School,1573569584392,8,male,de_DE,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 15:38:46 GMT+0100 (GMT+01:00),1573569526079,0.9718833333333333,forced_choice,1
300,,1381,24,SLAYEEEEEEER,Graduated High School,1573569584392,8,male,de_DE,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:38:46 GMT+0100 (GMT+01:00),1573569526079,0.9718833333333333,forced_choice,2
300,,1055,24,SLAYEEEEEEER,Graduated High School,1573569584392,8,male,de_DE,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:38:46 GMT+0100 (GMT+01:00),1573569526079,0.9718833333333333,forced_choice,3
299,,6337,21,,Graduated High School,1573569390879,8,female,Polish,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 15:35:36 GMT+0100 (czas środkowoeuropejski standardowy),1573569336911,0.8994666666666666,forced_choice,1
299,,6700,21,,Graduated High School,1573569390879,8,female,Polish,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:35:36 GMT+0100 (czas środkowoeuropejski standardowy),1573569336911,0.8994666666666666,forced_choice,2
299,,3204,21,,Graduated High School,1573569390879,8,female,Polish,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:35:36 GMT+0100 (czas środkowoeuropejski standardowy),1573569336911,0.8994666666666666,forced_choice,3
298,,5461,19,,Graduated High School,1573568955475,8,male,"German, English",Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:28:20 GMT+0100 (Mitteleuropäische Normalzeit),1573568900953,0.9087,forced_choice,1
298,,2714,19,,Graduated High School,1573568955475,8,male,"German, English",Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 15:28:20 GMT+0100 (Mitteleuropäische Normalzeit),1573568900953,0.9087,forced_choice,2
298,,7585,19,,Graduated High School,1573568955475,8,male,"German, English",Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 15:28:20 GMT+0100 (Mitteleuropäische Normalzeit),1573568900953,0.9087,forced_choice,3
297,,12131,22,,Graduated High School,1573568374519,8,male,german,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:18:25 GMT+0100 (Mitteleuropäische Normalzeit),1573568305601,1.1486333333333334,forced_choice,1
297,,2325,22,,Graduated High School,1573568374519,8,male,german,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:18:25 GMT+0100 (Mitteleuropäische Normalzeit),1573568305601,1.1486333333333334,forced_choice,2
297,,10168,22,,Graduated High School,1573568374519,8,male,german,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:18:25 GMT+0100 (Mitteleuropäische Normalzeit),1573568305601,1.1486333333333334,forced_choice,3
296,,8099,20,,Graduated High School,1573568255642,8,male,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:16:39 GMT+0100 (Central European Standard Time),1573568199102,0.9423333333333334,forced_choice,1
296,,6638,20,,Graduated High School,1573568255642,8,male,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:16:39 GMT+0100 (Central European Standard Time),1573568199102,0.9423333333333334,forced_choice,2
296,,5138,20,,Graduated High School,1573568255642,8,male,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 15:16:39 GMT+0100 (Central European Standard Time),1573568199102,0.9423333333333334,forced_choice,3
295,,6134,22,,Graduated High School,1573568211494,8,female,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 15:16:16 GMT+0100 (Mitteleuropäische Normalzeit),1573568176678,0.5802666666666667,forced_choice,1
295,,3260,22,,Graduated High School,1573568211494,8,female,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:16:16 GMT+0100 (Mitteleuropäische Normalzeit),1573568176678,0.5802666666666667,forced_choice,2
295,,3396,22,,Graduated High School,1573568211494,8,female,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:16:16 GMT+0100 (Mitteleuropäische Normalzeit),1573568176678,0.5802666666666667,forced_choice,3
294,,8605,28,,Higher Degree,1573568016919,8,male,Persian,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 15:12:34 GMT+0100 (Central European Standard Time),1573567954443,1.0412666666666666,forced_choice,1
294,,5563,28,,Higher Degree,1573568016919,8,male,Persian,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:12:34 GMT+0100 (Central European Standard Time),1573567954443,1.0412666666666666,forced_choice,2
294,,3541,28,,Higher Degree,1573568016919,8,male,Persian,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:12:34 GMT+0100 (Central European Standard Time),1573567954443,1.0412666666666666,forced_choice,3
293,,4457,22,,Graduated High School,1573567971798,8,female,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 15:12:24 GMT+0100 (Mitteleuropäische Zeit),1573567944777,0.45035,forced_choice,1
293,,1806,22,,Graduated High School,1573567971798,8,female,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:12:24 GMT+0100 (Mitteleuropäische Zeit),1573567944777,0.45035,forced_choice,2
293,,1201,22,,Graduated High School,1573567971798,8,female,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:12:24 GMT+0100 (Mitteleuropäische Zeit),1573567944777,0.45035,forced_choice,3
292,,2922,,,,1573567947676,8,,,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:12:08 GMT+0100 (Mitteleuropäische Normalzeit),1573567928869,0.31345,forced_choice,1
292,,2035,,,,1573567947676,8,,,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:12:08 GMT+0100 (Mitteleuropäische Normalzeit),1573567928869,0.31345,forced_choice,2
292,,1872,,,,1573567947676,8,,,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 15:12:08 GMT+0100 (Mitteleuropäische Normalzeit),1573567928869,0.31345,forced_choice,3
291,,8090,19,,Graduated High School,1573567944894,8,female,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 15:11:34 GMT+0100 (Mitteleuropäische Normalzeit),1573567894700,0.8365666666666667,forced_choice,1
291,,4925,19,,Graduated High School,1573567944894,8,female,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:11:34 GMT+0100 (Mitteleuropäische Normalzeit),1573567894700,0.8365666666666667,forced_choice,2
291,,2790,19,,Graduated High School,1573567944894,8,female,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 15:11:34 GMT+0100 (Mitteleuropäische Normalzeit),1573567894700,0.8365666666666667,forced_choice,3
290,,5434,21,,Graduated High School,1573567713059,8,male,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:07:26 GMT+0100 (Central European Standard Time),1573567646566,1.1082166666666666,forced_choice,1
290,,2876,21,,Graduated High School,1573567713059,8,male,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:07:26 GMT+0100 (Central European Standard Time),1573567646566,1.1082166666666666,forced_choice,2
290,,2724,21,,Graduated High School,1573567713059,8,male,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:07:26 GMT+0100 (Central European Standard Time),1573567646566,1.1082166666666666,forced_choice,3
289,,3220,22,,Graduated High School,1573567693738,8,female,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 15:07:49 GMT+0100 (Mitteleuropäische Normalzeit),1573567669086,0.41086666666666666,forced_choice,1
289,,2223,22,,Graduated High School,1573567693738,8,female,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 15:07:49 GMT+0100 (Mitteleuropäische Normalzeit),1573567669086,0.41086666666666666,forced_choice,2
289,,2189,22,,Graduated High School,1573567693738,8,female,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 15:07:49 GMT+0100 (Mitteleuropäische Normalzeit),1573567669086,0.41086666666666666,forced_choice,3
288,,9546,20,,Graduated High School,1573567588480,8,male,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:05:24 GMT+0100 (Mitteleuropäische Normalzeit),1573567524524,1.0659333333333334,forced_choice,1
288,,5123,20,,Graduated High School,1573567588480,8,male,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:05:24 GMT+0100 (Mitteleuropäische Normalzeit),1573567524524,1.0659333333333334,forced_choice,2
288,,4356,20,,Graduated High School,1573567588480,8,male,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:05:24 GMT+0100 (Mitteleuropäische Normalzeit),1573567524524,1.0659333333333334,forced_choice,3
287,,15957,,,,1573567582064,8,,,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 15:05:46 GMT+0100 (Central European Standard Time),1573567546770,0.5882333333333334,forced_choice,1
287,,7087,,,,1573567582064,8,,,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 15:05:46 GMT+0100 (Central European Standard Time),1573567546770,0.5882333333333334,forced_choice,2
287,,2569,,,,1573567582064,8,,,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 15:05:46 GMT+0100 (Central European Standard Time),1573567546770,0.5882333333333334,forced_choice,3
286,,4822,21,,Graduated High School,1573567579619,8,male,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:05:24 GMT+0100 (Mitteleuropäische Normalzeit),1573567524657,0.9160333333333334,forced_choice,1
286,,2698,21,,Graduated High School,1573567579619,8,male,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 15:05:24 GMT+0100 (Mitteleuropäische Normalzeit),1573567524657,0.9160333333333334,forced_choice,2
286,,2862,21,,Graduated High School,1573567579619,8,male,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 15:05:24 GMT+0100 (Mitteleuropäische Normalzeit),1573567524657,0.9160333333333334,forced_choice,3
285,,10441,22,,Graduated High School,1573567458409,8,male,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:02:44 GMT+0100 (Mitteleuropäische Normalzeit),1573567364047,1.5727,forced_choice,1
285,,9078,22,,Graduated High School,1573567458409,8,male,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 15:02:44 GMT+0100 (Mitteleuropäische Normalzeit),1573567364047,1.5727,forced_choice,2
285,,8954,22,,Graduated High School,1573567458409,8,male,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 15:02:44 GMT+0100 (Mitteleuropäische Normalzeit),1573567364047,1.5727,forced_choice,3
284,,4232,22,,Graduated High School,1573567449563,8,female,german,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 15:03:15 GMT+0100 (Central European Standard Time),1573567395601,0.8993666666666666,forced_choice,1
284,,3748,22,,Graduated High School,1573567449563,8,female,german,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 15:03:15 GMT+0100 (Central European Standard Time),1573567395601,0.8993666666666666,forced_choice,2
284,,3154,22,,Graduated High School,1573567449563,8,female,german,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 15:03:15 GMT+0100 (Central European Standard Time),1573567395601,0.8993666666666666,forced_choice,3
283,,2700,19,,,1573567325726,8,female,german,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:01:32 GMT+0100 (Mitteleuropäische Normalzeit),1573567292230,0.5582666666666667,forced_choice,1
283,,3752,19,,,1573567325726,8,female,german,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:01:32 GMT+0100 (Mitteleuropäische Normalzeit),1573567292230,0.5582666666666667,forced_choice,2
283,,2468,19,,,1573567325726,8,female,german,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:01:32 GMT+0100 (Mitteleuropäische Normalzeit),1573567292230,0.5582666666666667,forced_choice,3
282,,3198,21,FUCKING SLAAAAAYEEEEEER!,Graduated High School,1573567286690,8,male,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:00:26 GMT+0100 (Mitteleuropäische Normalzeit),1573567226227,1.0077166666666666,forced_choice,1
282,,1495,21,FUCKING SLAAAAAYEEEEEER!,Graduated High School,1573567286690,8,male,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 15:00:26 GMT+0100 (Mitteleuropäische Normalzeit),1573567226227,1.0077166666666666,forced_choice,2
282,,1489,21,FUCKING SLAAAAAYEEEEEER!,Graduated High School,1573567286690,8,male,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:00:26 GMT+0100 (Mitteleuropäische Normalzeit),1573567226227,1.0077166666666666,forced_choice,3
281,,201,21,,Graduated High School,1573567285140,8,female,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 15:00:29 GMT+0100 (Mitteleuropäische Normalzeit),1573567229784,0.9226,forced_choice,1
281,,13085,21,,Graduated High School,1573567285140,8,female,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:00:29 GMT+0100 (Mitteleuropäische Normalzeit),1573567229784,0.9226,forced_choice,2
281,,4681,21,,Graduated High School,1573567285140,8,female,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:00:29 GMT+0100 (Mitteleuropäische Normalzeit),1573567229784,0.9226,forced_choice,3
280,,2828,18,,Graduated High School,1573567285285,8,female,german,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 15:00:18 GMT+0100 (CET),1573567218323,1.1160333333333334,forced_choice,1
280,,16238,18,,Graduated High School,1573567285285,8,female,german,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 15:00:18 GMT+0100 (CET),1573567218323,1.1160333333333334,forced_choice,2
280,,1630,18,,Graduated High School,1573567285285,8,female,german,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:00:18 GMT+0100 (CET),1573567218323,1.1160333333333334,forced_choice,3
279,,7718,25,,Graduated High School,1573567281015,8,male,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:00:08 GMT+0100 (Mitteleuropäische Normalzeit),1573567208096,1.2153166666666666,forced_choice,1
279,,6385,25,,Graduated High School,1573567281015,8,male,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:00:08 GMT+0100 (Mitteleuropäische Normalzeit),1573567208096,1.2153166666666666,forced_choice,2
279,,4742,25,,Graduated High School,1573567281015,8,male,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:00:08 GMT+0100 (Mitteleuropäische Normalzeit),1573567208096,1.2153166666666666,forced_choice,3
278,,1338,,,Graduated High School,1573566563122,8,female,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 14:48:56 GMT+0100 (CET),1573566536046,0.45126666666666665,forced_choice,1
278,,1033,,,Graduated High School,1573566563122,8,female,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 14:48:56 GMT+0100 (CET),1573566536046,0.45126666666666665,forced_choice,2
278,,1057,,,Graduated High School,1573566563122,8,female,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 14:48:56 GMT+0100 (CET),1573566536046,0.45126666666666665,forced_choice,3
